AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,SRP,strategic_cad_labs,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,SRP,,,,,,11887974,0,11887974,11609.35,11.337,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,SRP,strategic_cad_labs,,,,,11887974,0,11887974,11609.35,11.337,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,diagnosis_and_debug_solutions,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,tms,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,asvs_malaysia,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,cmv_solutions,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,pde_solutions,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,structural_test_solutions,,,,,11887974,0,11887974,11609.35,11.337,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,,,,,,11887974,0,11887974,11609.35,11.337,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,diagnosis_and_debug_solutions,,,,,11887974,0,11887974,11609.35,11.337,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,tms,,,,,11887974,0,11887974,11609.35,11.337,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,asvs_malaysia,,,,,11887974,0,11887974,11609.35,11.337,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,cmv_solutions,,,,,11887974,0,11887974,11609.35,11.337,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,pde_solutions,,,,,11887974,0,11887974,11609.35,11.337,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,VTS,structural_test_solutions,,,,,11887974,0,11887974,11609.35,11.337,QSlot,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,,,dts,,,,,,11887974,0,11887974,11609.35,11.337,User,others,
agorianx,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,ath_bt aloss dleahy1,,dts,,,,,,11887974,0,11887974,11609.35,11.337,Project,,
ath_bt aloss dleahy1 agorianx,,,,,,,,,7,128150,0,128150,125.146,0.122,51312,50.109,0.049,1341204,1309.77,0,0.0,0.0,1.279,DTS,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol3 bwnap02b:vol4 bwnap01b:vol5 bwnap01a:vol1 bwnap02a:vol1 gksfiler03:vol2 gksfiler04:vol3 irnap03b:vol2 sinap01b.ir.intel.com:vol1 ,patriot,,,,,,,,11887974,0,11887974,11609.35,11.337,Business Group,,
,,,,,,,,,2,819200,0,819200,800.0,0.781,0,0.0,0.0,6358778,6209.744,0,0.0,0.0,6.064,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:* ,,,RRC,,,,,,26730759,0,26730759,26104.257,25.492,User,others,
cc_admin nhughes,,/nfs/sie/disks /nfs/sie/proj,,,,,,,2,819200,0,819200,800.0,0.781,249500,243.652,0.238,6358778,6209.744,0,0.0,0.0,6.064,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01a.ir.intel.com:* ,gquinn rrc,,RRC,,,,,,26730759,0,26730759,26104.257,25.492,Project,,
,,,,,,,,,5,200704,0,200704,196.0,0.191,0,0.0,0.0,1507773,1472.435,0,0.0,0.0,1.438,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 ,,,acd,,,,,,8990996,0,8990996,8780.27,8.574,User,others,
mjphelps,,,,,,,,,5,200704,0,200704,196.0,0.191,142135,138.804,0.136,1507773,1472.435,0,0.0,0.0,1.438,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 ,daadm rdoceall,,acd,,,,,,8990996,0,8990996,8780.27,8.574,Project,,
,,,,,,,,,4,104448,0,104448,102.0,0.1,0,0.0,0.0,1705728,1665.75,0,0.0,0.0,1.627,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol3 irnap03a:vol2 ,,,acdc,,,,,,4264960,0,4264960,4165.0,4.067,User,others,
acdcadm,,/nfs/sie/disks /nfs/sie/proj /nfs/iir/disks /nfs/iir/proj,,,,,,,4,104448,0,104448,102.0,0.1,22317,21.794,0.021,1705728,1665.75,0,0.0,0.0,1.627,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01b.ir.intel.com:vol3 irnap03a:vol2 ,,,acdc,,,,,,4264960,0,4264960,4165.0,4.067,Project,,
,,,,,,,,,2,10290,0,10290,10.049,0.01,0,0.0,0.0,68475,66.87,0,0.0,0.0,0.065,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol10 ,,,acecoe,,,,,,2575277,0,2575277,2514.919,2.456,User,others,
mjphelps dleahy1,,/nfs/sie/disks /nfs/sie/proj,,,,,,,2,10290,0,10290,10.049,0.01,3535,3.452,0.003,68475,66.87,0,0.0,0.0,0.065,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01a.ir.intel.com:vol10 ,build_sie oss_xfer cckbeadm pheraty rdoceall cigccusr,,acecoe,,,,,,2575277,0,2575277,2514.919,2.456,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,46311,45.226,0,0.0,0.0,0.044,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,,,barnegat,,,,,,3247555,0,3247555,3171.44,3.097,User,others,
amaczuga jdkarpin,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,46311,45.226,0,0.0,0.0,0.044,ECG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* gkefs01a.igk.intel.com:vol3 ,pzedlews,,barnegat,,,,,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,bayhead,,,,,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,rsztejna,,bayhead,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,10,1767424,0,1767424,1726.0,1.686,0,0.0,0.0,2242703,2190.14,0,0.0,0.0,2.139,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol6 sinap01b.ir.intel.com:vol8 sinap01b.ir.intel.com:vol12 sinap01b.ir.intel.com:vol13 sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 ,,,bel,,,,,,19479713,0,19479713,19023.157,18.577,User,others,
acdcadm iszuca jdkarpin enpicket,,/nfs/sie/disks /nfs/sie/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,10,1767424,0,1767424,1726.0,1.686,1090671,1065.108,1.04,2242703,2190.14,0,0.0,0.0,2.139,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol6 sinap01b.ir.intel.com:vol8 sinap01b.ir.intel.com:vol12 sinap01b.ir.intel.com:vol13 sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 ,,,bel,,,,,,19479713,0,19479713,19023.157,18.577,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,binford,,,,,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,apakula,,binford,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,bridgeville,,,,,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,ECG,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,wpiotrew,,bridgeville,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,20,5842962,0,5842962,5706.018,5.572,0,0.0,0.0,5002737,4885.485,0,0.0,0.0,4.771,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol0 sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol3 sinap01a.ir.intel.com:vol4 sinap01a.ir.intel.com:vol6 sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol2 siefs01a.ir.intel.com:vol2 ,,,cavecreek,,,,,,23379224,0,23379224,22831.273,22.296,User,others,
mjphelps dleahy1 cckbeaadm cc_admin nhughes,,/nfs/sie/disks /nfs/sie/proj,,,,,,,20,5842962,0,5842962,5706.018,5.572,4148636,4051.402,3.956,5002737,4885.485,0,0.0,0.0,4.771,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,sinap01a.ir.intel.com:vol0 sinap01a.ir.intel.com:vol1 sinap01a.ir.intel.com:vol3 sinap01a.ir.intel.com:vol4 sinap01a.ir.intel.com:vol6 sinap01a.ir.intel.com:vol8 sinap01a.ir.intel.com:vol9 sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol2 siefs01a.ir.intel.com:vol2 ,cfdumitr blynch bnevis cguerrie rdoceall dbmadiga,,cavecreek,,,,,,23379224,0,23379224,22831.273,22.296,Project,,
,,,,,,,,,1,1024,0,1024,1.0,0.001,0,0.0,0.0,2634068,2572.332,0,0.0,0.0,2.512,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,,,ccreek_be,other,,,,,12166849,0,12166849,11881.688,11.603,User,others,
,,,,,,,,,6,1254400,0,1254400,1225.0,1.196,0,0.0,0.0,2634068,2572.332,0,0.0,0.0,2.512,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,,,ccreek_be,,,,,,12166849,0,12166849,11881.688,11.603,User,others,
,,/nfs/sie/disks /nfs/isw/disks,,,,,,,1,1024,0,1024,1.0,0.001,1,0.001,0.0,2634068,2572.332,0,0.0,0.0,2.512,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,,,ccreek_be,other,,,,,12166849,0,12166849,11881.688,11.603,QSlot,,
mjphelps dleahy1 nhughes dbmadiga,,/nfs/sie/disks /nfs/isw/disks,,,,,,,7,1255424,0,1255424,1226.0,1.197,1130348,1103.855,1.078,2634068,2572.332,0,0.0,0.0,2.512,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,sinap01a.ir.intel.com:vol2 sinap01a.ir.intel.com:vol9 sinap01a.ir.intel.com:vol10 sinap01b.ir.intel.com:vol2 swnap01b.isw.intel.com:vol0 ,blynch build_sie srbainbr oss_xfer srdarmaw cckbeadm pheraty ntmurphy rdoceall cigccusr,,ccreek_be,,,,,,12166849,0,12166849,11881.688,11.603,Project,,
,,,,,,,,,1,1024,0,1024,1.0,0.001,0,0.0,0.0,316902,309.475,0,0.0,0.0,0.302,ECG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol8 ,,,cip,,,,,,6536704,0,6536704,6383.5,6.234,User,others,
acdcadm iszuca jdkarpin enpicket,,/nfs/sie/disks /nfs/sie/proj/cip,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,1024,0,1024,1.0,0.001,0,0.0,0.0,316902,309.475,0,0.0,0.0,0.302,ECG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol1 sinap01b.ir.intel.com:vol8 ,,,cip,,,,,,6536704,0,6536704,6383.5,6.234,Project,,
