AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
iszuca mjphelps dleahy1 jdkarpin,,/nfs/nc/disks /nfs/nc/proj,,,,,,,3,1332224,0,1332224,1301.0,1.271,0,0.0,0.0,537395,524.8,0,0.0,0.0,0.512,PSI,,,unlimited,/nfs/nc/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,4096000,ncnap01a.nc.intel.com:vol3 ,npetit lthiry,,baytrail,,,,,,1869619,0,1869619,1825.8,1.783,Project,,
iszuca mjphelps dleahy1 jdkarpin,,,,,,,,,3,1332224,0,1332224,1301.0,1.271,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PSI,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,npetit lthiry,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PVE,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,KNC,,,,,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PVE,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,,bneigenf ngagnon aloss mbarsnic,,KNC,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PVE,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,KNL,,,,,,0,0,0,0.0,0.0,User,others,
,,/nfs/ibw/disks,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PVE,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,,bneigenf ngagnon aloss mbarsnic,,KNL,,,,,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,4,2201600,0,2201600,2150.0,2.1,0,0.0,0.0,271760,265.391,0,0.0,0.0,0.259,PVE,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:pve_vol1 bwnap01a:pve_vol2 ,,,avoton,,,,,,3307520,0,3307520,3230.0,3.154,User,others,
mbarsnic,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,4,2201600,0,2201600,2150.0,2.1,1636304,1597.953,1.561,271760,265.391,0,0.0,0.0,0.259,PVE,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap01a:pve_vol1 bwnap01a:pve_vol2 ,bneigenf ngagnon aloss,,avoton,,,,,,3307520,0,3307520,3230.0,3.154,Project,,
,,,,,,,,,3,1432820,0,1432820,1399.238,1.366,0,0.0,0.0,271760,265.391,0,0.0,0.0,0.259,PVE,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01a:pve_vol1 bwnap01a:pve_vol2 ,,,crc,,,,,,3307520,0,3307520,3230.0,3.154,User,others,
mbarsnic,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,3,1432820,0,1432820,1399.238,1.366,352758,344.49,0.336,271760,265.391,0,0.0,0.0,0.259,PVE,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap01a:pve_vol1 bwnap01a:pve_vol2 ,bneigenf,,crc,,,,,,3307520,0,3307520,3230.0,3.154,Project,,
,,,,,,,,,2,102600,0,102600,100.195,0.098,0,0.0,0.0,465464,454.555,0,0.0,0.0,0.444,PVE,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol6 ,,,emuadm,,,,,,1701632,0,1701632,1661.75,1.623,User,others,
,,/nfs/ibw/disks /nfs/ibw/gen,,,,,,,2,102600,0,102600,100.195,0.098,1621,1.583,0.002,465464,454.555,0,0.0,0.0,0.444,PVE,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap02a:vol6 ,bneigenf ngagnon aloss mbarsnic thuebner,,emuadm,,,,,,1701632,0,1701632,1661.75,1.623,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,94515,92.3,0,0.0,0.0,0.09,PVE,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01b:vol3 ,,,lrb,,,,,,970496,0,970496,947.75,0.926,User,others,
,,/nfs/ibw/disks,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,94515,92.3,0,0.0,0.0,0.09,PVE,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap01b:vol3 ,bneigenf ngagnon aloss mbarsnic,,lrb,,,,,,970496,0,970496,947.75,0.926,Project,,
aloss dleahy1,,,,,,,,,9,3737020,0,3737020,3649.434,3.564,1990683,1944.026,1.898,0,0.0,0,0.0,0.0,0.0,PVE,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,bneigenf ngagnon mbarsnic,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,217395,212.3,0,0.0,0.0,0.207,SPG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap01b:vol3 bwnap02a:vol2 ,,,ado,,,,,,2102016,0,2102016,2052.75,2.005,User,others,
,,/nfs/ibw/disks,,,,aloss,,,0,0,0,0,0.0,0.0,0,0.0,0.0,217395,212.3,0,0.0,0.0,0.207,SPG,,,unlimited,/nfs/ibw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,bwnap01b:vol3 bwnap02a:vol2 ,,,ado,,,,,,2102016,0,2102016,2052.75,2.005,Project,,
dleahy1,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,SPG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,frichter bneigenf mmielck aloss,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,1,20480,0,20480,20.0,0.02,0,0.0,0.0,46311,45.226,0,0.0,0.0,0.044,SPO,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol3 ,,,rtcintegration,,,,,,3247555,0,3247555,3171.44,3.097,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,20480,0,20480,20.0,0.02,12466,12.174,0.012,46311,45.226,0,0.0,0.0,0.044,SPO,,,unlimited,/nfs/igk/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gkefs01a.igk.intel.com:vol3 ,jkoprows,,rtcintegration,,,,,,3247555,0,3247555,3171.44,3.097,Project,,
jdkarpin,,,,,,,,,1,20480,0,20480,20.0,0.02,12466,12.174,0.012,0,0.0,0,0.0,0.0,0.0,SPO,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,jkoprows,,,,,,,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,2,37888,0,37888,37.0,0.036,0,0.0,0.0,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler01:* ulsfiler04:* ,,,CAD-UL,,,,,,10293783,0,10293783,10052.522,9.817,User,others,
,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,2,37888,0,37888,37.0,0.036,28529,27.86,0.027,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1536000,ulsfiler01:* ulsfiler04:* ,aschaefe,,CAD-UL,,,,,,10293783,0,10293783,10052.522,9.817,Project,,
,,,,,,,,,2,4096,0,4096,4.0,0.004,0,0.0,0.0,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler01:* ulsfiler04:* ,,,HR,,,,,,10293783,0,10293783,10052.522,9.817,User,others,
,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,2,4096,0,4096,4.0,0.004,125,0.122,0.0,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1536000,ulsfiler01:* ulsfiler04:* ,aschaefe,,HR,,,,,,10293783,0,10293783,10052.522,9.817,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler01:* ulsfiler04:* ,,,Marketing,,,,,,10293783,0,10293783,10052.522,9.817,User,others,
,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,0,0,0,0,0.0,0.0,0,0.0,0.0,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1536000,ulsfiler01:* ulsfiler04:* ,aschaefe,,Marketing,,,,,,10293783,0,10293783,10052.522,9.817,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,974,0.951,0,0.0,0.0,0.001,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol1 ,,,SST,,,,,,3247554,0,3247554,3171.439,3.097,User,others,
,,/nfs/igk/disks /nfs/igk/proj,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,974,0.951,0,0.0,0.0,0.001,SSG,,,unlimited,/nfs/igk/proj,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,153600,gkefs01a.igk.intel.com:vol1 ,napetrov,,SST,,,,,,3247554,0,3247554,3171.439,3.097,Project,,
,,,,,,,,,1,51200,0,51200,50.0,0.049,0,0.0,0.0,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulnap01a.iul.intel.com:vol0 ,,,cst,,,,,,1740800,0,1740800,1700.0,1.66,User,others,
,,/nfs/iir/disks /nfs/iir/proj /nfs/iul/disks,,,,,,,1,51200,0,51200,50.0,0.049,35014,34.193,0.033,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,/nfs/iir/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,ulnap01a.iul.intel.com:vol0 ,aloss dleahy1,,cst,,,,,,1740800,0,1740800,1700.0,1.66,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler01:* ulsfiler04:* ,,,cvsgds,,,,,,10293783,0,10293783,10052.522,9.817,User,others,
,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,0,0,0,0,0.0,0.0,0,0.0,0.0,5204827,5082.839,0,0.0,0.0,4.964,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1536000,ulsfiler01:* ulsfiler04:* ,ftitze,,cvsgds,,,,,,10293783,0,10293783,10052.522,9.817,Project,,
,,,,,,,,,2,2054144,0,2054144,2006.0,1.959,0,0.0,0.0,7544052,7367.238,0,0.0,0.0,7.195,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler01:* ulsfiler04:* ulnap01a.iul.intel.com:vol3 ulnap01a.iul.intel.com:vol5 ulnap01a.iul.intel.com:vol4 ,,,gdb,,,,,,14901783,0,14901783,14552.522,14.211,User,others,
iszuca,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,2,2054144,0,2054144,2006.0,1.959,1503508,1468.27,1.434,7544052,7367.238,0,0.0,0.0,7.195,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1536000,ulsfiler01:* ulsfiler04:* ulnap01a.iul.intel.com:vol3 ulnap01a.iul.intel.com:vol5 ulnap01a.iul.intel.com:vol4 ,mdeilman,,gdb,,,,,,14901783,0,14901783,14552.522,14.211,Project,,
,,,,,,,,,2,5749760,0,5749760,5615.0,5.483,0,0.0,0.0,1609728,1572.0,0,0.0,0.0,1.535,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler04:vol1 ulsfiler04:vol2 ulnap01b.iul.intel.com:vol1 ulnap01b.iul.intel.com:vol3 ,,,iLAB,,,,,,8548352,0,8548352,8348.0,8.152,User,others,
aschaefe iszuca mjphelps mmielck aloss dleahy1,,/nfs/iul/disks /nfs/iul/proj,,,,,,,2,5749760,0,5749760,5615.0,5.483,2231931,2179.62,2.129,1609728,1572.0,0,0.0,0.0,1.535,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,4096000,ulsfiler04:vol1 ulsfiler04:vol2 ulnap01b.iul.intel.com:vol1 ulnap01b.iul.intel.com:vol3 ,,,iLAB,,,,,,8548352,0,8548352,8348.0,8.152,Project,,
,,,,,,,,,6,1270784,0,1270784,1241.0,1.212,0,0.0,0.0,8828660,8621.738,0,0.0,0.0,8.42,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler01:* ulsfiler04:* ulnap01a.iul.intel.com:vol0 ulnap01a.iul.intel.com:vol2 ulnap01a.iul.intel.com:volrep1ex ,,,icl,,,,,,14307863,0,14307863,13972.522,13.645,User,others,
,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,6,1270784,0,1270784,1241.0,1.212,774114,755.971,0.738,8828660,8621.738,0,0.0,0.0,8.42,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1536000,ulsfiler01:* ulsfiler04:* ulnap01a.iul.intel.com:vol0 ulnap01a.iul.intel.com:vol2 ulnap01a.iul.intel.com:volrep1ex ,hngrieb,,icl,,,,,,14307863,0,14307863,13972.522,13.645,Project,,
,,,,,,,,,29,6955718,0,6955718,6792.693,6.633,0,0.0,0.0,15445749,15083.739,0,0.0,0.0,14.73,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulsfiler01:* ulsfiler04:* ulnap01a.iul.intel.com:vol0 ulnap01a.iul.intel.com:vol1 ulnap01a.iul.intel.com:vol3 ulnap01a.iul.intel.com:vol4 ulnap01a.iul.intel.com:vol6 ulnap01a.iul.intel.com:vol7 ulnap01b.iul.intel.com:vol1 ulnap01b.iul.intel.com:vol2 ulnap01b.iul.intel.com:vol4 ,,,idb,,,,,,26298903,0,26298903,25682.522,25.081,User,others,
,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,29,6955718,0,6955718,6792.693,6.633,5535744,5406.0,5.279,15445749,15083.739,0,0.0,0.0,14.73,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1536000,ulsfiler01:* ulsfiler04:* ulnap01a.iul.intel.com:vol0 ulnap01a.iul.intel.com:vol1 ulnap01a.iul.intel.com:vol3 ulnap01a.iul.intel.com:vol4 ulnap01a.iul.intel.com:vol6 ulnap01a.iul.intel.com:vol7 ulnap01b.iul.intel.com:vol1 ulnap01b.iul.intel.com:vol2 ulnap01b.iul.intel.com:vol4 ,gmueller ftitze tzipplie pbiggel udumscha mmetzger nschulz,,idb,,,,,,26298903,0,26298903,25682.522,25.081,Project,,
,,,,,,,,,1,30720,0,30720,30.0,0.029,0,0.0,0.0,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulnap01a.iul.intel.com:vol0 ,,,mpi,,,,,,1740800,0,1740800,1700.0,1.66,User,others,
,,/nfs/iir/disks /nfs/iir/proj /nfs/iul/disks,,,,,,,1,30720,0,30720,30.0,0.029,24132,23.566,0.023,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,/nfs/iir/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,ulnap01a.iul.intel.com:vol0 ,aloss dleahy1,,mpi,,,,,,1740800,0,1740800,1700.0,1.66,Project,,
,,,,,,,,,1,40960,0,40960,40.0,0.039,0,0.0,0.0,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulnap01a.iul.intel.com:vol0 ,,,otc,,,,,,1740800,0,1740800,1700.0,1.66,User,others,
,,/nfs/iir/disks /nfs/iir/proj /nfs/iul/disks,,,,,,,1,40960,0,40960,40.0,0.039,34794,33.979,0.033,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,/nfs/iir/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,ulnap01a.iul.intel.com:vol0 ,aloss dleahy1,,otc,,,,,,1740800,0,1740800,1700.0,1.66,Project,,
,,,,,,,,,1,81920,0,81920,80.0,0.078,0,0.0,0.0,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulnap01a.iul.intel.com:vol0 ,,,pac,,,,,,1740800,0,1740800,1700.0,1.66,User,others,
,,/nfs/iir/disks /nfs/iir/proj /nfs/iul/disks,,,,,,,1,81920,0,81920,80.0,0.078,74615,72.866,0.071,1504870,1469.6,0,0.0,0.0,1.435,SSG,,,unlimited,/nfs/iir/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,ulnap01a.iul.intel.com:vol0 ,aloss dleahy1,,pac,,,,,,1740800,0,1740800,1700.0,1.66,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,552643,539.69,0,0.0,0.0,0.527,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,swnap01b.isw.intel.com:vol0 ,,,pat,other,,,,,2560717,0,2560717,2500.7,2.442,User,others,
,,,,,,,,,1,51200,0,51200,50.0,0.049,0,0.0,0.0,552643,539.69,0,0.0,0.0,0.527,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,swnap01b.isw.intel.com:vol0 ,,,pat,,,,,,2560717,0,2560717,2500.7,2.442,User,others,
,,/nfs/isw/disks,,mjphelps,,mjphelps,mjphelps,mjphelps,0,0,0,0,0.0,0.0,0,0.0,0.0,552643,539.69,0,0.0,0.0,0.527,SSG,,,unlimited,/nfs/isw/disks,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,2560000,swnap01b.isw.intel.com:vol0 ,,,pat,other,,,,,2560717,0,2560717,2500.7,2.442,QSlot,,
mjphelps dleahy,,/nfs/isw/disks,,mjphelps,,mjphelps,mjphelps,mjphelps,1,51200,0,51200,50.0,0.049,35396,34.566,0.034,552643,539.69,0,0.0,0.0,0.527,SSG,,,unlimited,/nfs/isw/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,2560000,swnap01b.isw.intel.com:vol0 ,jhcownie,,pat,,,,,,2560717,0,2560717,2500.7,2.442,Project,,
,,,,,,,,,1,204800,0,204800,200.0,0.195,0,0.0,0.0,755200,737.5,0,0.0,0.0,0.72,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,sinap01b.ir.intel.com:vol6 ,,,simics,,,,,,3264000,0,3264000,3187.5,3.113,User,others,
,,/nfs/sie/disks,,,,,,,1,204800,0,204800,200.0,0.195,20555,20.073,0.02,755200,737.5,0,0.0,0.0,0.72,SSG,,,unlimited,/nfs/sie/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,307200,sinap01b.ir.intel.com:vol6 ,mumerov onpiskun,,simics,,,,,,3264000,0,3264000,3187.5,3.113,Project,,
,,,,,,,,,1,51200,0,51200,50.0,0.049,0,0.0,0.0,4945000,4829.102,0,0.0,0.0,4.716,SSG,,,unlimited,,,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,ulnap01b.iul.intel.com:vol1 ulnap01b.iul.intel.com:vol2 ulnap01b.iul.intel.com:vol4 ,,,xdb,,,,,,7065600,0,7065600,6900.0,6.738,User,others,
,,/nfs/iul/disks,,aschaefe,,aschaefe,aschaefe,aschaefe,1,51200,0,51200,50.0,0.049,10705,10.454,0.01,4945000,4829.102,0,0.0,0.0,4.716,SSG,,,unlimited,/nfs/iul/disks,,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,512000,ulnap01b.iul.intel.com:vol1 ulnap01b.iul.intel.com:vol2 ulnap01b.iul.intel.com:vol4 ,cstauden,,xdb,,,,,,7065600,0,7065600,6900.0,6.738,Project,,
