Age0,Age180,Age30,Age360,Age540,Age720,Age90,Cell,Group,MaxSize,NumFiles,Path,Usage,User
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,jmshehad
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,bchacko1
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,htan31
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,bbong
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,hrizk
0,0,0,0,0,0,0,ibw,,Unlimited,1,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,11524503
0,0,0,0,0,0,0,ibw,chip,Unlimited,7,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,apdhdk
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ccdo.soc.hdk.rtl.001,0,bobs
0,0,0,0,0,0,0,ibw,,Unlimited,0,/nfs/ibw/disks/ccdo.soc.cad_root.1,0,*
0,0,0,0,0,0,0,ibw,soc,Unlimited,2,/nfs/ibw/disks/ccdo.soc.cad_root.0,0,grhdk
0,0,0,0,0,0,0,ibw,,Unlimited,1,/nfs/ibw/disks/ccdo.soc.cad_root.0,0,11408096
0,0,0,0,0,0,0,ibw,,Unlimited,4,/nfs/ibw/disks/ccdo.soc.cad_root.0,0,11336285
0,0,0,0,0,0,0,ibw,,Unlimited,13,/nfs/ibw/disks/ccdo.soc.cad_root.0,0,10636373
0,0,0,0,0,0,0,ibw,chip,Unlimited,5,/nfs/ibw/disks/ccdo.soc.cad_root.0,0,ckliao
0,0,0,0,0,0,0,ibw,,Unlimited,102,/nfs/ibw/disks/ccdo.soc.cad_root.0,0,10630816
0,0,0,0,0,0,0,ibw,chip,Unlimited,15,/nfs/ibw/disks/ccdo.soc.cad_root.0,0,sberke
0,0,0,0,0,0,0,ibw,chip,Unlimited,2,/nfs/ibw/disks/mcg_snv_ckt0006,0,bneigenf
0,0,0,0,0,0,0,ibw,,Unlimited,0,/nfs/ibw/disks/mcg_snv_ckt0006,0,*
0,0,0,0,0,0,0,ibw,chip,Unlimited,2,/nfs/ibw/disks/ibw_ldg_vt_disk001_risk,0,bnevis
0,0,0,0,0,0,0,ibw,,Unlimited,0,/nfs/ibw/disks/ibw_ldg_vt_disk001_risk,0,*
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/proj/acd/proj,0,jochoa
0,0,0,0,0,0,0,ibw,chip,Unlimited,4,/nfs/ibw/proj/acd/proj,0,emuexec
0,0,0,0,0,0,0,ibw,foundry,Unlimited,30,/nfs/ibw/proj/acd/proj,0,daadm
0,0,0,0,0,0,0,ibw,chip,Unlimited,66,/nfs/ibw/proj/acd/proj,0,mschnei1
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/proj/acd/proj,0,mmeier
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/proj/acd/proj,0,trschmid
0,0,0,0,0,0,0,ibw,root,Unlimited,1,/nfs/ibw/proj/acd/proj,0,root
0,0,0,0,0,0,0,ibw,,Unlimited,0,/nfs/ibw/proj/acd/proj,0,*
0,0,0,0,0,0,0,ibw,,Unlimited,23,/nfs/ibw/disks/ibw_proj_CTO,0,48161
0,0,0,0,0,0,0,ibw,,Unlimited,7,/nfs/ibw/disks/ibw_proj_CTO,0,48195
0,0,0,0,0,0,0,ibw,,Unlimited,1,/nfs/ibw/disks/ibw_proj_CTO,0,65534
0,0,0,0,0,0,0,ibw,ibwusers,Unlimited,1,/nfs/ibw/disks/ibw_proj_CTO,0,skuhnert
0,0,0,0,0,0,0,ibw,chip,Unlimited,1,/nfs/ibw/disks/ibw_proj_CTO,0,mefriedr
0,0,0,0,0,0,0,ibw,chip,Unlimited,11,/nfs/ibw/disks/ibw_proj_CTO,0,rgoettsc
0,0,0,0,0,0,0,ibw,root,Unlimited,1,/nfs/ibw/proj/chuckanut,0,root
0,0,0,0,0,0,0,ibw,dpgtests,Unlimited,9,/nfs/ibw/proj/avtb,0,dpgvalid
0,0,0,0,0,0,0,ibw,cadlib,Unlimited,1,/nfs/ibw/proj/eda,0,cadlib
0,0,0,0,0,0,0,ibw,root,Unlimited,12,/nfs/ibw/proj/eda,0,root
0,0,0,0,0,0,0,ibw,chip,Unlimited,3,/nfs/ibw/proj/cse,0,frichter
0,0,0,0,0,0,0,ibw,root,Unlimited,5,/nfs/ibw/proj/cse,0,root
0,0,0,0,0,0,0,ibw,root,Unlimited,1,/nfs/ibw/disks/test1,0,root
2,0,0,0,0,0,0,ibw,chip,Unlimited,13,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,bjbarcla
1,0,0,0,0,0,0,ibw,chip,Unlimited,25,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,senadhir
0,0,0,0,0,0,0,ibw,,Unlimited,4,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,11451175
1,0,0,0,0,0,0,ibw,,Unlimited,14,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,11413287
0,0,0,0,0,0,0,ibw,,Unlimited,2,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,11411707
0,0,0,0,0,0,0,ibw,chip,Unlimited,37,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,elim4
0,0,0,0,0,0,0,ibw,,Unlimited,34,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,11410048
0,0,0,0,0,0,0,ibw,chip,Unlimited,48,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,hmangat
0,0,0,0,0,0,0,ibw,chip,Unlimited,9,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,clu5
0,0,0,0,0,0,0,ibw,chip,Unlimited,51,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,jranders
0,0,0,0,0,0,0,ibw,,Unlimited,39,/nfs/ibw/disks/ccdo.soc.hdk.rtl.000,0,darybin
