Allocated,AllocatedCmodeTB,AllocatedGB,AllocatedTB,Areas,AutoDetected,AvailInodes,Available,AvailableGB,AvailableTB,BaR_MPX,BaR_Master,BaR_Max_Jobs,BaR_NFS_Client,BaR_Priority,BaR_STU,BaR_Special,BaR_Tier,BaR_Vol_By_Qtree,BusinessGroup,CIFS,CachedCells,Cell,CreatedBySTART,DNSName,DeduplicationStatus,Disk,DiskPool,DiskType,FileServer,InfoCollectionTime,InodesUtilization,IsCache,MaxUsageFactor,MountDir,MountName,NoBackup,OverAllocationAllowed,PercentSpaceSavedFromDeduplication,PhysicalDisks,Policies,Pool_1_Name,Pool_1_Protection,Pool_1_SizeGB,Pool_1_SizeTB,Pool_1_UsedGB,Pool_1_UsedPercent,Pool_1_UsedTB,Pool_2_Name,Pool_2_Protection,Pool_2_SizeGB,Pool_2_SizeTB,Pool_2_UsedGB,Pool_2_UsedPercent,Pool_2_UsedTB,Pool_3_Name,Pool_3_Protection,Pool_3_SizeGB,Pool_3_SizeTB,Pool_3_UsedGB,Pool_3_UsedPercent,Pool_3_UsedTB,Project,RaidType,Reserved,SetupTime,SharedPool,Size,SizeGB,SizeTB,SizeWithSnapshot,SizeWithSnapshotGB,SizeWithSnapshotTB,SlownessDuration1,SlownessDuration14,SlownessDuration30,SlownessDuration60,SlownessDuration7,SlownessEvents1,SlownessEvents14,SlownessEvents30,SlownessEvents60,SlownessEvents7,SnapMirrorSrc,SnapReserve,SnapSchedule,SnapShotUsage,SnapShotUsageGB,SnapShotUsageTB,SpaceSavedFromDeduplication,Status,Tier,TotalInodes,Type,Usage,UsageGB,UsageTB,UsageUpdateTime,UsedGB,UsedTB,VolumeType,avg_latency,cluster,isSnapmirrored,isSystem,other_latency,other_ops,read_data,read_latency,read_ops,total_ops,write_data,write_latency,write_ops
551212,,538.293,0.526,bw-ec_share bw-ctg_mtl_gml_asim ibw-ec_eda_com_disk001 itools ibw-ec_scripts_disk001 ibw_ec_restore_disk001 gen_adm_cmcc ,false,22798714,388820,379.707,0.371,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,ecvol1,aggr0,,bwnap03a,04/14/2014 04:30:14,25,false,1.2,/nfs/site/stod,,false,false,51.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:46,,783360,765.0,0.747,921600,900,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,202120,Active,2,30475860,NETAPP,192161,187.657,0.183,04/14/2014 04:30:14,187.657,0.183,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,false,31689821,1471913,1437.415,1.404,1,,4,,0,,,1,false,,false,,ibw,false,,enabled,ecvol2,aggr0,,bwnap03a,04/14/2014 04:38:17,0,false,1.412,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:46,,1042432,1018.0,0.994,1042432,1018,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,31689917,NETAPP,2973,2.903,0.003,04/14/2014 04:38:17,2.903,0.003,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,,1.0,0.001,ibw_disks_mcg_snv_cov0001 ,true,24890413,3072,3.0,0.003,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,incavol1,aggr0,,bwnap02b,04/14/2014 04:33:19,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,4096,4.0,0.004,5120,5,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,2,24903665,NETAPP,804,0.785,0.001,04/14/2014 04:33:19,0.785,0.001,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,,1.0,0.001,ibw_disks_mcg_snv_cov0002 ,true,24898958,3072,3.0,0.003,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,incavol2,aggr0,,bwnap02b,04/14/2014 04:33:50,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,4096,4.0,0.004,5120,5,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,2,24903665,NETAPP,79,0.077,0.0,04/14/2014 04:33:50,0.077,0.0,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,,1.0,0.001,ccdo.hdk.ip_releases.000 ,false,0,9216,9.0,0.009,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs197a_pdx_vol9,aggr0,,bwnap02a,04/14/2014 04:29:10,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,12/27/2013 12:14:51,,1024,1.0,0.001,1024,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,0,0.0,0.0,04/14/2014 04:29:10,0.0,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512000,,500.0,0.488,ccdo.hdk.models.000 ccdo.hdk.models.001 ,false,0,1536000,1500.0,1.465,1,,4,,0,,,1,false,CCDO,false,,ibw,true,,,pdxfs203a_pdx_vol1,aggr0,,bwnap02a,04/14/2014 04:38:34,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,hsw,,0,07/08/2013 09:01:06,,204800,200.0,0.195,204800,200,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,6,0.006,0.0,04/14/2014 04:38:34,0.006,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509952,,498.0,0.486,ccdo.hdk.ip_models.005 ,false,0,2048,2.0,0.002,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs204a_pdx_vol1,aggr0,,bwnap02a,04/14/2014 04:38:39,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/08/2013 09:52:29,,51200,50.0,0.049,51200,50,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,0,0.0,0.0,04/14/2014 04:38:39,0.0,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227776,,1199.0,1.171,ccdo.hdk.models.002 ,false,0,1024,1.0,0.001,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs223a_pdx_vol0,aggr0,,bwnap02a,04/14/2014 04:30:18,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/08/2013 09:11:01,,122880,120.0,0.117,122880,120,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,6,0.006,0.0,04/14/2014 04:30:18,0.006,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664576,,649.0,0.634,ccdo.hdk.ip_releases.001 ,false,0,52224,51.0,0.05,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs223a_pdx_vol1,aggr0,,bwnap02a,04/14/2014 04:38:22,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,12/27/2013 12:16:06,,71680,70.0,0.068,71680,70,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,0,0.0,0.0,04/14/2014 04:38:22,0.0,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509952,,498.0,0.486,ccdo.hdk.ip_models.004 ,false,0,2048,2.0,0.002,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs223b_pdx_vol1,aggr0,,bwnap02a,04/14/2014 04:33:36,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/08/2013 09:51:44,,51200,50.0,0.049,51200,50,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,2,0.002,0.0,04/14/2014 04:33:36,0.002,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563200,,550.0,0.537,ccdo.hdk.ip_models.006 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs223b_pdx_vol3,aggr0,,bwnap02a,04/14/2014 04:33:44,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/08/2013 10:32:56,,56320,55.0,0.054,56320,55,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,0,0.0,0.0,04/14/2014 04:33:44,0.0,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512000,,500.0,0.488,ccdo.val.work.270 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs247a_pdx_vol5,aggr0,,bwnap02a,04/14/2014 04:38:00,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,06/20/2013 21:15:32,,51200,50.0,0.049,51200,50,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,769,0.751,0.001,04/14/2014 04:38:00,0.751,0.001,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511376,,499.391,0.488,ccdo.hdk.vjt_emu.1 ,false,0,103024,100.609,0.098,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs250a_pdx_vol0,aggr0,,bwnap02a,04/14/2014 04:33:03,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,12/15/2013 12:46:54,,61440,60.0,0.059,61440,60,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,0,0.0,0.0,04/14/2014 04:33:03,0.0,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004134,,980.6,0.958,ccdo.hdk.ip_models.001 ccdo.hdk.ip_models.002 ,false,0,1043866,1019.4,0.996,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs250a_pdx_vol1,aggr0,,bwnap02a,04/14/2014 04:26:59,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/08/2013 09:41:41,,204800,200.0,0.195,204800,200,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,22557,22.028,0.022,04/14/2014 04:26:59,22.028,0.022,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048000,,2000.0,1.953,ccdo.hdk.models.007 ccdo.hdk.models.003 ,false,0,2048000,2000.0,1.953,1,,4,,0,,,1,false,CCDO,false,,ibw,true,,,pdxfs250a_pdx_vol2,aggr0,,bwnap02a,04/14/2014 04:39:09,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,hsw,,0,07/09/2013 13:12:46,,409600,400.0,0.391,409600,400,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,4448,4.344,0.004,04/14/2014 04:39:09,4.344,0.004,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4249600,,4150.0,4.053,pdx_disks_ccdo.hdk.emu_models.001 ccdo.hdk.emu_models.003 ,false,0,870400,850.0,0.83,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs250a_pdx_vol3,aggr0,,bwnap02a,04/14/2014 04:35:13,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/03/2013 07:51:52,,512000,500.0,0.488,512000,500,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,8779,8.573,0.008,04/14/2014 04:35:13,8.573,0.008,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4249600,,4150.0,4.053,ccdo.hdk.emu_models.004 pdx_disks_ccdo.hdk.emu_models.002 ,false,0,870400,850.0,0.83,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs250a_pdx_vol4,aggr0,,bwnap02a,04/14/2014 04:38:26,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/03/2013 07:53:42,,512000,500.0,0.488,512000,500,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,6096,5.953,0.006,04/14/2014 04:38:26,5.953,0.006,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2611200,,2550.0,2.49,ccdo.hdk.models.004 ccdo.hdk.emu_models.005 ,false,0,460800,450.0,0.439,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs250a_pdx_vol5,aggr0,,bwnap02a,04/14/2014 04:31:47,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,06/28/2013 14:35:02,,307200,300.0,0.293,307200,300,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,13303,12.991,0.013,04/14/2014 04:31:47,12.991,0.013,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926144,,1881.0,1.837,ccdo.hdk.models.006 ccdo.hdk.ip_models.003 ,false,0,121856,119.0,0.116,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs250a_pdx_vol7,aggr0,,bwnap02a,04/14/2014 04:29:06,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/04/2013 13:33:31,,204800,200.0,0.195,204800,200,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,4910,4.795,0.005,04/14/2014 04:29:06,4.795,0.005,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614400,,600.0,0.586,ccdo.soc.hdk.rtl.004 ,false,0,102400,100.0,0.098,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs263a_pdx_vol2,aggr0,,bwnap02a,04/14/2014 04:39:09,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,08/05/2013 13:19:36,,71680,70.0,0.068,71680,70,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,1329,1.298,0.001,04/14/2014 04:39:09,1.298,0.001,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3564544,,3481.0,3.399,ccdo.hdk.models.008 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs263b_pdx_vol5,aggr0,,bwnap02a,04/14/2014 04:27:26,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,09/03/2013 15:00:06,,102400,100.0,0.098,102400,100,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,1638,1.6,0.002,04/14/2014 04:27:26,1.6,0.002,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3564544,,3481.0,3.399,ccdo.hdk.models.009 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs263b_pdx_vol6,aggr0,,bwnap02a,04/14/2014 04:33:40,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,09/03/2013 18:09:52,,102400,100.0,0.098,102400,100,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,59,0.058,0.0,04/14/2014 04:33:40,0.058,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305600,,1275.0,1.245,ccdo.hdk.models.005 ,false,0,25600,25.0,0.024,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs263b_pdx_vol7,aggr0,,bwnap02a,04/14/2014 04:33:09,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,07/09/2013 13:13:26,,133120,130.0,0.127,133120,130,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,7,0.007,0.0,04/14/2014 04:33:09,0.007,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024000,,1000.0,0.977,ccdo.soc.hdk.rtl.008 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs265b_pdx_vol5,aggr0,,bwnap02a,04/14/2014 04:28:47,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,09/02/2013 08:54:12,,102400,100.0,0.098,102400,100,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,112,0.109,0.0,04/14/2014 04:28:47,0.109,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048000,,2000.0,1.953,ccdo.hdk.emu_models.006 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs276b_pdx_vol1,aggr0,,bwnap02a,04/14/2014 04:30:08,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,CRC,,0,12/13/2013 09:37:46,,204800,200.0,0.195,204800,200,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,2,0,FLEXCACHE,509,0.497,0.0,04/14/2014 04:30:08,0.497,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4096000,,4000.0,3.906,ccdo.hdk.emu_models.008 ccdo.hdk.emu_models.007 ,false,0,0,0.0,0.0,1,,4,,0,,,1,false,MCG,false,,ibw,true,,,pdxfs279b_pdx_vol0,aggr0,,bwnap01a,04/14/2014 04:36:56,0,true,10.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,hsw,,0,01/21/2014 23:22:57,,409600,400.0,0.391,409600,400,0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,Active,3,0,FLEXCACHE,0,0.0,0.0,04/14/2014 04:36:56,0.0,0.0,,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944820,,1899.238,1.855,bw-pve_EMU_USER_002 bw-pve_AVN_EMU_USER_002 bw-pve_AVN_EMU_USER_003 bw-pve_EMU_USER_001 ,false,18458022,16539,16.151,0.016,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,pve_vol1,aggr1,,bwnap01a,04/14/2014 04:34:53,42,false,1.186,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,1653760,1615.0,1.577,1945600,1900,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,3,31876689,NETAPP,986133,963.021,0.94,04/14/2014 04:34:53,963.021,0.94,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689600,,1650.0,1.611,bw-pve_AVN_EMU_USER_005 bw-pve_EMU_USER_003 bw-pve_AVN_EMU_USER_006 ,false,15900038,255221,249.239,0.243,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,pve_vol2,aggr1,,bwnap01a,04/14/2014 04:34:55,50,false,1.176,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,1653760,1615.0,1.577,1945600,1900,1,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,3,31876689,NETAPP,1031652,1007.473,0.984,04/14/2014 04:34:55,1007.473,0.984,flex,0.0,,false,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,10303632,13107,12.8,0.012,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap01a,04/14/2014 04:34:08,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:36:44,,13107,12.8,0.012,16384,16,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,3,10310779,NETAPP,1610,1.572,0.002,04/14/2014 04:34:08,1.572,0.002,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,10303631,13107,12.8,0.012,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap01b,04/14/2014 04:38:49,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:39:04,,13107,12.8,0.012,16384,16,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,3,10310779,NETAPP,1416,1.383,0.001,04/14/2014 04:38:49,1.383,0.001,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7769025,204800,200.0,0.195,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap02a,04/14/2014 04:32:11,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:33:02,,204800,200.0,0.195,256000,250,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,7944,7.758,0.008,04/14/2014 04:32:11,7.758,0.008,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7769083,204800,200.0,0.195,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap02b,04/14/2014 04:31:22,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:38:27,,204800,200.0,0.195,256000,250,0,0,0,0,0,0,0,0,0,0,0,,20,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,8117,7.927,0.008,04/14/2014 04:31:22,7.927,0.008,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7775401,217600,212.5,0.208,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap03a,04/14/2014 04:38:05,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:46,,217600,212.5,0.208,256000,250,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,6722,6.564,0.006,04/14/2014 04:38:05,6.564,0.006,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0.0,0.0,,true,7775265,217600,212.5,0.208,1,,4,,0,,,1,false,,false,,ibw,false,,disabled,root,aggr0,,bwnap03b,04/14/2014 04:28:10,0,false,1.0,/nfs/site/stod,,false,false,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,raid_dp,0,04/28/2013 15:30:14,,217600,212.5,0.208,256000,250,0,0,0,0,0,0,0,0,0,0,0,,15,,0.0,0.0,0.0,0,Active,2,7782396,NETAPP,3910,3.818,0.004,04/14/2014 04:28:10,3.818,0.004,flex,0.0,,false,true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
